clip_idx,tier,gt,need_weighted_clip,critical_weighted_clip,clip_mean,clip_top3,video_id,category,adqa_v4_adqa,mean_need,adqa_v4_adqa_adqa_norm_clip,adqa_v4_adqa_adqa_difficulty_raw,adqa_v4_adqa_adqa_difficulty_norm_global,need_weighted_clip_norm_clip,adqa_v4_adqa_ensemble_fixed50_need_weighted_clip,adqa_v4_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_v4_adqa_ensemble_difficulty_need_weighted_clip,critical_weighted_clip_norm_clip,adqa_v4_adqa_ensemble_fixed50_critical_weighted_clip,adqa_v4_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_v4_adqa_ensemble_difficulty_critical_weighted_clip,clip_mean_norm_clip,adqa_v4_adqa_ensemble_fixed50_clip_mean,adqa_v4_adqa_ensemble_adaptive_need_clip_mean,adqa_v4_adqa_ensemble_difficulty_clip_mean,clip_top3_norm_clip,adqa_v4_adqa_ensemble_fixed50_clip_top3,adqa_v4_adqa_ensemble_adaptive_need_clip_top3,adqa_v4_adqa_ensemble_difficulty_clip_top3,adqa_source,adqa_metric,adqa_tribe_claude_adqa,adqa_tribe_claude_adqa_adqa_norm_clip,adqa_tribe_claude_adqa_adqa_difficulty_raw,adqa_tribe_claude_adqa_adqa_difficulty_norm_global,adqa_tribe_claude_adqa_ensemble_fixed50_need_weighted_clip,adqa_tribe_claude_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_tribe_claude_adqa_ensemble_difficulty_need_weighted_clip,adqa_tribe_claude_adqa_ensemble_fixed50_critical_weighted_clip,adqa_tribe_claude_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_tribe_claude_adqa_ensemble_difficulty_critical_weighted_clip,adqa_tribe_claude_adqa_ensemble_fixed50_clip_mean,adqa_tribe_claude_adqa_ensemble_adaptive_need_clip_mean,adqa_tribe_claude_adqa_ensemble_difficulty_clip_mean,adqa_tribe_claude_adqa_ensemble_fixed50_clip_top3,adqa_tribe_claude_adqa_ensemble_adaptive_need_clip_top3,adqa_tribe_claude_adqa_ensemble_difficulty_clip_top3,adqa_tribe_claude_need_weighted_adqa,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_adqa_norm_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_adqa_difficulty_raw,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_adqa_difficulty_norm_global,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_fixed50_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_difficulty_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_fixed50_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_difficulty_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_fixed50_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_adaptive_need_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_difficulty_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_fixed50_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_adaptive_need_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_need_weighted_adqa_ensemble_difficulty_clip_top3,adqa_tribe_claude_uniform_adqa,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_adqa_norm_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_adqa_difficulty_raw,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_adqa_difficulty_norm_global,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_fixed50_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_difficulty_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_fixed50_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_difficulty_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_fixed50_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_adaptive_need_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_difficulty_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_fixed50_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_adaptive_need_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_uniform_adqa_ensemble_difficulty_clip_top3,adqa_tribe_claude_high_need_adqa,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_adqa_norm_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_adqa_difficulty_raw,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_adqa_difficulty_norm_global,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_fixed50_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_adaptive_need_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_difficulty_need_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_fixed50_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_adaptive_need_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_difficulty_critical_weighted_clip,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_fixed50_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_adaptive_need_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_difficulty_clip_mean,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_fixed50_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_adaptive_need_clip_top3,adqa_tribe_claude_timed_adqa_tribe_claude_high_need_adqa_ensemble_difficulty_clip_top3
0,tier0_cross,0,0.0883679883029392,0.0871333619732085,0.0865654482816656,0.0941344011161062,Q76JRCyTnSc_000007_000017,Food & Cooking,0.0,0.3883963677748515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,tier1_vatex_short,1,0.2449236470314721,0.2477790164998196,0.2418647892773151,0.2455333901776207,Q76JRCyTnSc_000007_000017,Food & Cooking,0.2,0.3883963677748515,0.6666666666666667,0.3270091763064847,0.13912413026536982,1.0,0.8333333333333334,0.8705345440750496,0.5695620651326849,1.0,0.8333333333333334,0.8705345440750496,0.5695620651326849,1.0,0.8333333333333334,0.8705345440750496,0.5695620651326849,1.0,0.8333333333333334,0.8705345440750496,0.5695620651326849,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,tier2_vatex_long,2,0.183292148634207,0.1817715584144456,0.1852338624497254,0.1910945243305629,Q76JRCyTnSc_000007_000017,Food & Cooking,0.1,0.3883963677748515,0.33333333333333337,0.16350458815324234,0.06956206513268491,0.6063285166578748,0.4698309249956041,0.5002981790345933,0.33794529089527986,0.5891114622435067,0.46122239778842006,0.4897681660185477,0.32933676368809583,0.6353434183009434,0.4843383758171384,0.5180437982681494,0.3524527417168142,0.6404278114106898,0.4868805723720116,0.5211534315617309,0.3549949382716874,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,tier3_va11y,3,0.2215056437291584,0.2264152230523467,0.2192670193811257,0.2244109925296571,Q76JRCyTnSc_000007_000017,Food & Cooking,0.3,0.3883963677748515,1.0,0.49051376445972694,0.2086861953980547,0.8504173947303914,0.9252086973651956,0.9085147352994067,0.529551795064223,0.8670129390650031,0.9335064695325015,0.9186646304932087,0.5378495672315289,0.8544889517797603,0.9272444758898801,0.9110049143796126,0.5315875735889075,0.8604852134159139,0.930242606707957,0.9146722497760567,0.5345857044069843,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,tier0_cross,0,0.0943041410364665,0.0983595948272381,0.0796914010619123,0.0924091430173979,058y9xGmmTQ_000206_000216,Food & Cooking,0.0,0.3472245020802409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,tier1_vatex_short,1,0.2178523897268295,0.218956494602766,0.2143332200745741,0.2157943530215157,058y9xGmmTQ_000206_000216,Food & Cooking,0.1,0.3472245020802409,0.11111111111111112,0.15319202439227012,0.0651746455493679,0.6831499602229375,0.39713053566702433,0.48452405566952955,0.3741623028861527,0.676714268277162,0.39391268969413656,0.48032299365516773,0.37094445691326494,0.7051487689861711,0.4081299400486411,0.4988843390135909,0.3851617072677695,0.676291590703866,0.3937013509074886,0.48004708009179997,0.37073311812661697,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,tier2_vatex_long,2,0.2332874311233949,0.2315038784824577,0.2388844626645247,0.2423654446999232,058y9xGmmTQ_000206_000216,Food & Cooking,0.5,0.3472245020802409,0.5555555555555556,0.7659601219613505,0.3258732277468395,0.7684967622041584,0.662026158879857,0.6945583577532316,0.547184994975499,0.747122327827141,0.6513389416913483,0.6806056507100209,0.5364977777869903,0.8337290170572141,0.6946422863063848,0.7371403753953637,0.5798011224020269,0.8219314599988061,0.6887435077771809,0.7294392192123246,0.5739023438728228,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,tier3_va11y,3,0.2751549876793391,0.2765690776604492,0.2706324122846126,0.2748529464006424,058y9xGmmTQ_000206_000216,Food & Cooking,0.9,0.3472245020802409,1.0,1.3787282195304311,0.5865718099443112,1.0,1.0,1.0,0.7932859049721557,1.0,1.0,1.0,0.7932859049721557,1.0,1.0,1.0,0.7932859049721557,1.0,1.0,1.0,0.7932859049721557,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tier0_cross,0,0.0705004179598472,0.0659167543053627,0.0725141568109393,0.0747132909794648,vLGOZvJ_v4Q_000285_000295,Food & Cooking,0.0,0.3732172811284784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tier1_vatex_short,1,0.258380104660823,0.2563500006993611,0.259676069021225,0.2620121406184302,vLGOZvJ_v4Q_000285_000295,Food & Cooking,0.5,0.3732172811284784,0.7142857142857143,0.7977246100534089,0.3393872423351961,0.8856068151397181,0.7999462647127162,0.8216668196790489,0.6124970287374571,0.8927557084032052,0.8035207113444598,0.8261476224356596,0.6160714753692007,0.8824616108250226,0.7983736625553685,0.8196954599672777,0.6109244265801094,0.8785605081132934,0.7964231111995039,0.8172503162030229,0.6089738752242448,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,tier2_vatex_long,2,0.2735695332534962,0.2740102112293243,0.2741825108726819,0.277018666267395,vLGOZvJ_v4Q_000285_000295,Food & Cooking,0.7,0.3732172811284784,1.0,1.1168144540747724,0.47514213926927457,0.9572050901632393,0.9786025450816196,0.9731768900586535,0.716173614716257,0.9755472065306242,0.9877736032653122,0.9846734116252609,0.7253446728999494,0.9508589566973668,0.9754294783486834,0.9691992432705924,0.7130005479833207,0.9489514412374598,0.9744757206187299,0.9680036455443424,0.7120467902533671,adqa_v4,adqa_v4_adqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
