clip_idx,n_tr,vector_gap_mean,vector_gap_max,vector_gap_std,vector_gap_peak_ratio,vector_gap_temporal_delta,vector_gap_top5pct_mass,vector_gap_lh_mean,vector_gap_rh_mean,vector_gap_lr_asym,vector_av_a_cosine,vector_av_a_cosine_min,vector_cosine_gap,duration_s,mean_need,max_need,need_entropy,high_need_windows,high_need_frac,high_need_seconds,high_need_seconds_frac,standard_windows,standard_seconds,extended_windows,extended_seconds,extended_seconds_frac,mean_speech_density,mean_standard_slot_score,mean_extended_need_score,tribe_pressure,video_id,category,tier0_cross_words,tier0_cross_text,tier1_vatex_short_words,tier1_vatex_short_text,tier2_vatex_long_words,tier2_vatex_long_text,tier3_va11y_words,tier3_va11y_text,pro_minus_short_words,pro_minus_long_words,clip_mean_norm_full_order,clip_mean_norm_tier3_margin,clip_mean_norm_tier3_vs_tier0,clip_mean_norm_tier2_vs_tier1,clip_mean_norm_spread,all4_mean_full_order,all4_mean_tier3_margin,all4_mean_tier3_vs_tier0,all4_mean_tier2_vs_tier1,all4_mean_spread,selected3_mean_full_order,selected3_mean_tier3_margin,selected3_mean_tier3_vs_tier0,selected3_mean_tier2_vs_tier1,selected3_mean_spread,strict_all4_80adqa_20clip_full_order,strict_all4_80adqa_20clip_tier3_margin,strict_all4_80adqa_20clip_tier3_vs_tier0,strict_all4_80adqa_20clip_tier2_vs_tier1,strict_all4_80adqa_20clip_spread,claude_vlm_completeness_norm_full_order,claude_vlm_completeness_norm_tier3_margin,claude_vlm_completeness_norm_tier3_vs_tier0,claude_vlm_completeness_norm_tier2_vs_tier1,claude_vlm_completeness_norm_spread,claude_vlm_specificity_norm_full_order,claude_vlm_specificity_norm_tier3_margin,claude_vlm_specificity_norm_tier3_vs_tier0,claude_vlm_specificity_norm_tier2_vs_tier1,claude_vlm_specificity_norm_spread,vlm_best_dims_mean_full_order,vlm_best_dims_mean_tier3_margin,vlm_best_dims_mean_tier3_vs_tier0,vlm_best_dims_mean_tier2_vs_tier1,vlm_best_dims_mean_spread,critical_misses,critical_questions,pro_misses,pro_questions,critical_miss_rate,critical_any_miss,need_z,speech_z,slot_z,vector_gap_z,vector_peak_z,vector_texture_z,vector_collision,vector_policy_boundary,old_scalar_collision,slotable_inverse
0,10,10.73505399148226,17.69400707445905,3.6638521006510865,1.6482457459922168,6.235664875850674,0.1476148265376918,7.388937726351601,7.765313314960177,0.035060428099120515,0.8107521265016839,0.5838343179865608,0.18924787349831607,14.9,0.3883963677748515,0.5841811642054016,0.951470683703556,3,0.6,8.940000000000001,0.6000000000000001,0,0.0,3,8.940000000000001,0.6000000000000001,1.0,0.0,0.3883963677748515,0.6214341884397624,Q76JRCyTnSc_000007_000017,Food & Cooking,35,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",11,A chef in a kitchen demonstrates his skill throwing a knife,25,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,40,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",29,15,0.0,-0.1455110482202397,0.8544889517797603,-0.3646565816990565,1.0,1.0,0.1845238095238096,0.5,0.0773809523809523,0.5,1.0,0.246031746031746,0.6666666666666666,0.103174603174603,0.6666666666666666,0.0,0.1804215998797616,0.5708977903559521,-0.0110265544350494,0.5708977903559521,1.0,0.0714285714285714,1.0,0.3571428571428572,1.0,1.0,0.1999999999999999,1.0,0.3333333333333333,1.0,1.0,0.1645502645502645,1.0,0.2671957671957671,1.0,3,3,4,5,1.0,1,0.4114951364336331,1.0,0.0,0.1866115505120673,0.6543450223653545,0.3123401912535002,0.1866115505120673,0.3427816461388174,0.4114951364336331,1.0
1,11,10.275043118374422,15.176683432470293,2.157246696339783,1.4770432841618932,5.254783477040369,0.1495475779918155,7.121388652829089,7.396255537823896,0.026750922777467195,0.8648229873953511,0.6783481928449883,0.13517701260464887,16.39,0.3472245020802409,0.8527670466409736,0.812201389019194,2,0.3333333333333333,5.96,0.3636363636363636,0,0.0,2,5.96,0.3636363636363636,1.0,0.0,0.3472245020802409,0.4734879573821467,058y9xGmmTQ_000206_000216,Food & Cooking,35,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",13,A  man eats a lot of burgers and than starts to get sick.,19,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",62,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",49,43,1.0,0.1662709829427858,1.0,0.128580248071043,1.0,1.0,0.4361111111111111,1.0,0.4611111111111112,1.0,1.0,0.4481481481481482,1.0,0.4481481481481481,1.0,1.0,0.382143085477446,1.0,0.3946049385030976,1.0,1.0,0.4444444444444444,1.0,0.2222222222222222,1.0,1.0,0.2941176470588235,1.0,0.411764705882353,1.0,1.0,0.3202614379084966,1.0,0.3224400871459697,1.0,0,2,0,5,0.0,0,0.3221679784264827,1.0,0.0,0.15299521895555807,0.42424472234961236,0.33669346204678924,0.15299521895555807,0.3213419499789527,0.3221679784264827,1.0
3,11,15.937326497673723,22.838794954116743,2.8088794198244362,1.4330380291480478,7.995061609432997,0.17614625507326367,11.181431551053102,11.352812549893954,0.010753434640738363,0.8773826526945654,0.687570529747962,0.12261734730543461,16.39,0.3732172811284784,0.710663123229123,0.8629360990356767,1,0.1666666666666666,2.98,0.1818181818181818,0,0.0,1,2.98,0.1818181818181818,0.8181818181818181,0.1174465648562957,0.2557707162721827,0.4410749686063837,vLGOZvJ_v4Q_000285_000295,Food & Cooking,35,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",13,A man is stirring food in a cast iron skillet with a fork.,19,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",54,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",41,35,1.0,0.0491410433026332,1.0,0.0683973458723441,1.0,1.0,0.0666666666666668,0.9166666666666669,0.2333333333333332,0.9166666666666669,1.0,0.2,1.0,0.1999999999999999,1.0,1.0,0.0631615419938598,0.9333333333333332,0.2003461358411354,0.9333333333333332,0.0,0.1764705882352941,1.0,-0.1176470588235293,1.0,0.0,0.2352941176470588,1.0,-0.176470588235294,1.0,0.0,0.2074303405572756,1.0,-0.0804953560371515,1.0,0,2,2,5,0.0,0,0.37856234001089817,0.7373737373737372,0.4181660481052659,0.566779341403496,0.3651005822905142,0.671845084530733,0.4179282012369212,0.7538507435022876,0.27914192748278344,0.5818339518947341
4,13,16.66593778178177,28.856713575275215,4.564330607491904,1.7314785374284762,8.550819539242012,0.14040699248921698,11.320685666815281,12.226391450975331,0.05434472371246101,0.7856936402758822,0.35437938454351353,0.21430635972411782,19.37,0.1987337515089805,0.5713254998961601,0.7078768016082808,2,0.2857142857142857,5.96,0.3076923076923076,0,0.0,2,5.96,0.3076923076923076,0.3076923076923077,0.1237965014793331,0.0749372500296473,0.2598825981271284,B0EKYDSv_yQ_000002_000012,Food & Cooking,35,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",10,A preteen girl is making scrambled eggs on the stove.,18,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,73,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",63,55,0.0,-0.1374198404430171,0.8625801595569829,0.1526779191062894,1.0,1.0,0.5208333333333333,1.0,0.0625,1.0,1.0,0.5694444444444444,1.0,0.0833333333333333,1.0,1.0,0.3891826985780632,0.9725160319113966,0.0805355838212579,0.9725160319113966,1.0,0.2941176470588235,1.0,0.2352941176470589,1.0,1.0,0.375,1.0,0.1875,1.0,1.0,0.3210784313725489,1.0,0.10171568627451,1.0,0,2,1,5,0.0,0,0.0,0.0,0.44077486520113784,0.6200242535007111,0.7662119317303153,0.2215192354388876,0.0,0.1107596177194438,0.0,0.5592251347988622
5,11,21.86558232399224,26.893063744183575,4.008688008871435,1.2299267106494416,8.002307831766341,0.20218965168452463,15.531563753771922,15.384424020174198,0.006729284929048823,0.8323467301090687,0.7877647488375066,0.16765326989093132,16.39,0.6596447063981404,0.8559741095030897,0.8948127586578454,5,0.8333333333333334,14.9,0.9090909090909092,0,0.0,5,14.9,0.9090909090909092,1.0,0.0,0.6596447063981403,1.2593217122146318,PbGvLf7HvXQ_000063_000073,Food & Cooking,35,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",11,A woman is explaining how to mix spinach in a bowl,29,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",60,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",49,31,1.0,0.1269842836907427,1.0,0.0668783855868433,1.0,1.0,0.1339285714285714,1.0,0.5317460317460319,1.0,1.0,0.1369047619047618,1.0,0.5006613756613758,1.0,1.0,0.1325397138810056,1.0,0.4387725025141942,1.0,1.0,0.1052631578947368,1.0,0.6842105263157896,1.0,1.0,0.0555555555555555,1.0,0.6111111111111112,1.0,1.0,0.016569200779727,0.9629629629629628,0.6910331384015593,0.9629629629629628,0,3,1,5,0.0,0,1.0,1.0,0.0,1.0,0.0921139977316916,1.0,1.0,1.5,1.0,1.0
6,12,11.181728231526714,16.187787497935805,2.685612562981911,1.4476999586068577,5.533212576255108,0.15299758133343977,7.535106373938469,8.257492927926542,0.0646041952576928,0.8603485734655608,0.6942715324899479,0.13965142653443918,17.88,0.3976061903273661,0.7646262287500899,0.8855295589780069,3,0.5,8.94,0.5,0,0.0,3,8.94,0.5,1.0,0.0,0.3976061903273661,0.5964092854910492,0HEi6q3bGaw_000011_000021,Travel,53,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",14,a guy is getting off of snow mobile and gets on and rides off.,18,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",40,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",26,22,0.0,-0.0651004725933733,0.9348995274066266,-0.1005772593282677,1.0,1.0,0.432142857142857,1.0,0.1571428571428572,1.0,1.0,0.4095238095238095,1.0,0.2095238095238096,1.0,1.0,0.3528096430612645,0.9869799054813254,0.1055988338486323,0.9869799054813254,1.0,0.25,1.0,0.4375,1.0,1.0,0.3333333333333333,1.0,0.4666666666666666,1.0,1.0,0.2420634920634921,1.0,0.3966269841269841,1.0,0,2,2,5,0.0,0,0.43147691915070785,1.0,0.0,0.2192532775426501,0.38480657443112637,0.3801645795756707,0.2192532775426501,0.40933556733048543,0.43147691915070785,1.0
7,11,12.925455723376665,19.641057574758232,4.199455445943565,1.5195640289289276,8.34858080051677,0.13873619539096538,9.145141045476372,9.132534082861442,0.0009753592356614755,0.7832396730293801,0.4789573265404363,0.21676032697061987,16.39,0.3871231532659878,0.939134955406189,0.8139883327294317,3,0.5,7.450000000000001,0.4545454545454546,0,0.0,3,7.450000000000001,0.4545454545454546,1.0,0.0,0.3871231532659877,0.5630882229323458,09dQut5GJ68_000049_000059,Travel,53,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",11,A man on a motorcycle pulls a sleigh in the snow.,19,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,41,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",30,22,1.0,0.0575928777690514,1.0,0.0655144550932413,1.0,1.0,0.3541666666666667,1.0,0.0416666666666666,1.0,1.0,0.3611111111111111,1.0,0.0555555555555555,1.0,1.0,0.2948519088871436,1.0,0.0464362243519815,1.0,1.0,0.1666666666666666,1.0,0.0555555555555555,1.0,1.0,0.1764705882352941,1.0,0.1176470588235293,1.0,1.0,0.1514161220043574,1.0,0.0947712418300652,1.0,2,3,3,5,0.6666666666666666,1,0.4087327492624063,1.0,0.0,0.3466800949006968,0.4813936442937619,0.20046667118519193,0.3466800949006968,0.44691343049329274,0.4087327492624063,1.0
8,11,14.549536893071938,20.33986018335848,3.07805803817529,1.3979730305397091,7.27408215356957,0.16902613825216564,9.932687699799645,10.627178721571992,0.04773286097532048,0.8460976690788912,0.6859285793128986,0.15390233092110883,16.39,0.3789945682630365,0.7014957045919514,0.8557803806502187,2,0.3333333333333333,5.96,0.3636363636363636,0,0.0,2,5.96,0.3636363636363636,1.0,0.0,0.3789945682630364,0.5168107749041408,hOirknJr3os_000001_000011,Travel,53,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",10,A group of people are riding horses through the woods.,22,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",56,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",46,34,1.0,0.281182206153198,1.0,0.079155369202242,1.0,1.0,0.28125,1.0,0.3645833333333334,1.0,1.0,0.25,1.0,0.3194444444444445,1.0,1.0,0.2812364412306395,1.0,0.3074977405071152,1.0,1.0,0.1875,1.0,0.4375,1.0,1.0,0.3571428571428571,1.0,0.5000000000000001,1.0,1.0,0.2556216931216931,1.0,0.386574074074074,1.0,0,2,0,5,0.0,0,0.39109683734335454,1.0,0.0,0.4653634875481592,0.3179723657124906,0.582129393124012,0.4653634875481592,0.7564281841101652,0.39109683734335454,1.0
9,11,13.405404352671106,15.568912727445136,1.907571964122985,1.1613907583728929,4.34360328837039,0.16114989069497263,9.173351058105622,9.771576991160792,0.044625728349322456,0.8334868346255152,0.709416170368207,0.1665131653744848,16.39,0.5830793296168879,0.7650085708250683,0.894546983703906,5,0.8333333333333334,14.9,0.9090909090909092,0,0.0,5,14.9,0.9090909090909092,1.0,0.0,0.5830793296168878,1.1131514474504225,TF4q9y0rJoc_000000_000010,Sports,40,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",10,A man is skiing between poles on a snowy hill.,15,Someone is skiing at night around several poles in an alternating left then right pattern.,35,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",25,20,1.0,0.1771083196831566,1.0,0.0399514072464285,1.0,1.0,0.0999999999999999,1.0,0.2428571428571428,1.0,1.0,0.1333333333333333,1.0,0.2285714285714285,1.0,1.0,0.1154216639366312,1.0,0.2022759957350001,1.0,1.0,0.3333333333333333,1.0,0.111111111111111,1.0,1.0,0.4117647058823529,1.0,0.1176470588235295,1.0,1.0,0.3009975920192639,1.0,0.0937965829606695,1.0,0,2,0,5,0.0,0,0.8338824973260507,1.0,0.0,0.38175342293629694,0.0,0.48288621874375004,0.38175342293629694,0.623196532308172,0.8338824973260507,1.0
11,11,17.034385739077436,26.63280228164,6.207485955568959,1.5634730062817541,8.638282515114911,0.13703750343809776,11.96432613310685,12.123696367774784,0.009355795806732504,0.8520266292365289,0.7625074565307204,0.14797337076347106,16.39,0.4782412280361204,0.6204962039553747,0.9860055878065448,4,0.6666666666666666,11.92,0.7272727272727273,2,5.960000000000001,2,5.959999999999999,0.3636363636363636,0.6363636363636364,0.215215029814331,0.2630261982217894,0.6521471291401642,z8Q-s8AthrA_000002_000012,Sports,40,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",10,A girl performs the high jump at a track meet.,33,"A child jumps over a hurdle on a track, and a child is talking while other kids are playing in the background followed by a child running and and doing a high jump.",69,"A young girl in a yellow shirt and black pants participates in a track and field event. She energetically runs and leaps over hurdles on a track. Later, she stands on the track, speaking confidently about her experience while other children play in the background. The scene shifts to her performing a high jump, landing on a cushioned surface. The video captures her enthusiasm and skill in the sport.",59,36,1.0,0.2278875669932875,1.0,0.3018908500300425,1.0,1.0,0.2833333333333333,1.0,0.3833333333333333,1.0,1.0,0.2111111111111111,1.0,0.3444444444444444,1.0,1.0,0.2722441800653241,1.0,0.3670448366726752,1.0,1.0,0.1666666666666666,1.0,0.3888888888888889,1.0,1.0,0.2941176470588235,1.0,0.1176470588235294,1.0,1.0,0.227668845315904,1.0,0.2429193899782136,1.0,0,4,0,5,0.0,0,0.6064240252097198,0.4747474747474747,0.7662686313595622,0.6469494185736376,0.5404083848194163,0.17906262306803628,0.3071376027571815,0.39666891429119966,0.28789827459451345,0.23373136864043775
