clip_idx,t,start_s,end_s,residual_norm,cosine_gap,need_score,speech_density,standard_slot_score,extended_need_score,recommendation
0,0,0.0,0.9019999999999999,0.0669640407574125,0.41639286279678345,0.6497633362993164,0.0,0.6497633362993164,0.0,standard_ad_slot
0,1,0.9019999999999999,1.8039999999999998,0.05219878749231441,0.22363686561584473,0.2944119537362101,0.8093126385809313,0.05614063862819083,0.23827131510801927,low_ad_need
0,2,1.8039999999999998,2.7059999999999995,0.05959462755027026,0.19896584749221802,0.30631479999643024,0.25942350332594244,0.22684954146077094,0.07946525853565932,low_ad_need
0,3,2.7059999999999995,3.6079999999999997,0.04273016545344769,0.08661860227584839,0.048161996435729534,0.0,0.048161996435729534,0.0,low_ad_need
0,4,3.6079999999999997,4.51,0.058080934050830965,0.12574493885040283,0.1966371602949933,0.0,0.1966371602949933,0.0,low_ad_need
0,5,4.51,5.411999999999999,0.07416455133862848,0.14443457126617432,0.32164005428725023,0.0,0.32164005428725023,0.0,low_ad_need
0,6,5.411999999999999,6.313999999999999,0.10581725526214948,0.2098221778869629,0.606841528279279,0.0,0.606841528279279,0.0,standard_ad_slot
0,7,6.313999999999999,7.215999999999999,0.10520699890690137,0.1793561577796936,0.5613273804457171,0.0,0.5613273804457171,0.0,standard_ad_slot
0,8,7.215999999999999,8.117999999999999,0.12363740183983231,0.2562333345413208,0.780558490573434,0.0,0.780558490573434,0.0,standard_ad_slot
0,9,8.117999999999999,9.02,0.06168456766049153,0.05146753787994385,0.11713663111989303,0.0,0.11713663111989303,0.0,low_ad_need
1,0,0.0,0.9199999999999999,0.08069441561277493,0.28519153594970703,0.7053272645562239,0.5956521739130435,0.2851975461031688,0.4201297184530551,extended_or_integrated_ad
1,1,0.9199999999999999,1.8399999999999999,0.10606056086744658,0.3215944170951843,1.0,0.625,0.375,0.625,extended_or_integrated_ad
1,2,1.8399999999999999,2.76,0.0875323865825267,0.21864783763885498,0.6430481740161484,0.8739130434782613,0.08107998715855759,0.5619681868575909,extended_or_integrated_ad
1,3,2.76,3.6799999999999997,0.07714794689296056,0.13988161087036133,0.4038871630719569,0.8260869565217389,0.07024124575164477,0.3336459173203121,low_ad_need
1,4,3.6799999999999997,4.6,0.06485744893257114,0.09091818332672119,0.20297303011882428,0.8478260869565225,0.030887200235473103,0.17208582988335117,low_ad_need
1,5,4.6,5.52,0.06380356664524588,0.07860887050628662,0.1706918684635292,0.6728260869565216,0.05584592652991557,0.11484594193361365,low_ad_need
1,6,5.52,6.4399999999999995,0.05021528442230273,0.05354607105255127,0.002516563588115899,0.8260869565217389,0.0004376632327158091,0.0020789003554000903,low_ad_need
1,7,6.4399999999999995,7.359999999999999,0.058203086604818655,0.05219012498855591,0.07151725885323751,0.8163043478260874,0.01313740950673599,0.05837984934650152,low_ad_need
1,8,7.359999999999999,8.28,0.06116759155853131,0.07460838556289673,0.139666483034107,0.0,0.139666483034107,0.0,low_ad_need
1,9,8.28,9.2,0.07667370952552341,0.10669255256652832,0.33804404713462133,0.15652173913043493,0.2851328049744197,0.05291124216020165,low_ad_need
1,10,9.2,10.12,0.06315842764652593,0.065510094165802,0.14060510945961063,0.7815217391304381,0.030719159784110116,0.10988594967550051,low_ad_need
