clip_idx,t,control_need_raw,motion_action_need,scene_spatial_need,face_character_need,object_body_need,visual_form_need,language_auditory_need,dominant_type,dominant_score,second_type,second_score,type_margin,type_entropy,ad_template,start_s,end_s,need_score,speech_density,recommendation,standard_slot_score,extended_need_score,visual_event_score,visual_event_need,critical_weight
0,0,0.6008844292060378,0.23441117677011875,0.0,0.4459534600181016,0.1924599204732719,0.1271754427385078,0.21107944789372554,face_character,0.4459534600181016,motion_action,0.23441117677011875,0.21154228324798285,2.3197487804604218,"Describe visible people/characters first: identity cues, expression, attention, interaction.",0.0,0.902,0.6497633362993164,0.0,standard_ad_slot,0.6497633362993164,0.0,0.0,0.0,0.6497633362993164
0,1,0.4338698377794962,0.14752905350370396,0.0,0.671316183376625,0.05290034093567373,0.12825442218399738,0.25993688536416526,face_character,0.671316183376625,language_auditory,0.25993688536416526,0.41137929801245976,1.9028731475313707,"Describe visible people/characters first: identity cues, expression, attention, interaction.",0.902,1.804,0.2944119537362101,0.8093126385809313,low_ad_need,0.0561406386281908,0.2382713151080192,0.0,0.0,0.2944119537362101
0,2,0.6461915044555064,0.0,0.0,0.0,1.0,0.0,0.4745214894405113,object_body,1.0,language_auditory,0.4745214894405113,0.5254785105594887,0.5103263525375856,Describe the important object/body details first: what object matters and how it is being used.,1.804,2.7059999999999995,0.3063147999964302,0.2594235033259424,low_ad_need,0.2268495414607709,0.0794652585356593,0.0,0.0,0.3063147999964302
0,3,0.02177313078558535,0.1344453238519438,0.32951068554880836,0.356558184335119,0.1794858062641289,0.0,0.12343353626038386,face_character,0.356558184335119,scene_spatial,0.32951068554880836,0.02704749878631063,2.2647586870546483,"Describe visible people/characters first: identity cues, expression, attention, interaction.",2.7059999999999995,3.608,0.0481619964357295,0.0,low_ad_need,0.0481619964357295,0.0,0.4856750298290354,0.0233910790555488,0.4856750298290354
0,4,0.08622582987568075,0.21038810222356324,0.24472360305809374,0.308545452971314,0.17998512136108324,0.056357720385945775,0.07504385160551472,face_character,0.308545452971314,scene_spatial,0.24472360305809374,0.06382184991322029,2.453052635341997,"Describe visible people/characters first: identity cues, expression, attention, interaction.",3.608,4.51,0.1966371602949933,0.0,low_ad_need,0.1966371602949933,0.0,0.0058822361268093,0.0011566662081604,0.1966371602949933
0,5,0.6269266439185628,0.19138262588083615,0.4539230348636737,0.15612277149641196,0.12784621053105827,0.0707253572280199,0.24773649740899686,scene_spatial,0.4539230348636737,language_auditory,0.24773649740899686,0.20618653745467683,2.5404608384401133,Describe the place/layout first: where this is and how objects/people are arranged.,4.51,5.411999999999999,0.3216400542872502,0.0,low_ad_need,0.3216400542872502,0.0,0.100705057448819,0.0323907801448387,0.3216400542872502
0,6,0.32657645672966273,0.1763990481640006,0.27502423816479526,0.1543794354479028,0.1667047216173272,0.22749255660597412,0.09517441598555441,scene_spatial,0.27502423816479526,visual_form,0.22749255660597412,0.04753168155882115,2.6096332928999977,Describe the place/layout first: where this is and how objects/people are arranged.,5.411999999999999,6.313999999999999,0.606841528279279,0.0,standard_ad_slot,0.606841528279279,0.0,0.1360121268888274,0.0825378069457312,0.606841528279279
0,7,0.251143057861081,0.14739629149893116,0.3093579768255822,0.14934473677527482,0.1274306376596256,0.26647035724058626,0.08339449233896994,scene_spatial,0.3093579768255822,visual_form,0.26647035724058626,0.04288761958499593,2.5265140325083766,Describe the place/layout first: where this is and how objects/people are arranged.,6.313999999999999,7.215999999999999,0.5613273804457171,0.0,standard_ad_slot,0.5613273804457171,0.0,0.0,0.0,0.5613273804457171
0,8,0.6685564024199077,0.1360275859747566,0.2641545230114482,0.15655284014096024,0.1312213281252703,0.3120437227475647,0.1561885817225619,visual_form,0.3120437227475647,scene_spatial,0.2641545230114482,0.047889199736116494,2.64476585600965,"Describe salient visual form first: shape, color, framing, or visual state.",7.215999999999999,8.117999999999999,0.780558490573434,0.0,standard_ad_slot,0.780558490573434,0.0,0.0,0.0,0.780558490573434
0,9,0.5681037742326347,0.39409192401222304,0.0,0.18960734234850116,0.4163007336392757,0.0,0.22185017745976127,object_body,0.4163007336392757,motion_action,0.39409192401222304,0.022208809627052684,1.992537438896386,Describe the important object/body details first: what object matters and how it is being used.,8.117999999999999,9.02,0.117136631119893,0.0,low_ad_need,0.117136631119893,0.0,1.0,0.117136631119893,1.0
1,0,0.3703714678240333,0.18240913771624653,0.09787989237714013,0.28418002117991475,0.2583454737999225,0.17718547492677617,0.08585690600688571,face_character,0.28418002117991475,object_body,0.2583454737999225,0.025834547379992245,2.5426904490560784,"Describe visible people/characters first: identity cues, expression, attention, interaction.",0.0,0.92,0.7053272645562239,0.5956521739130435,extended_or_integrated_ad,0.2851975461031688,0.4201297184530551,0.0,0.0,0.7053272645562239
1,1,0.28280402320269127,0.10068113946278538,0.37461319016364386,0.1333360260688152,0.12294459278812356,0.26842505151663193,0.08124109761519194,scene_spatial,0.37461319016364386,visual_form,0.26842505151663193,0.10618813864701193,2.4270214889264787,Describe the place/layout first: where this is and how objects/people are arranged.,0.92,1.84,1.0,0.625,extended_or_integrated_ad,0.375,0.625,0.0,0.0,1.0
1,2,0.18102532343037359,0.09684628580085403,0.3904071991683842,0.10490944514735105,0.14981702893017723,0.2580200409532337,0.07210047826272596,scene_spatial,0.3904071991683842,visual_form,0.2580200409532337,0.13238715821515046,2.385335932147827,Describe the place/layout first: where this is and how objects/people are arranged.,1.84,2.76,0.6430481740161484,0.8739130434782613,extended_or_integrated_ad,0.0810799871585575,0.5619681868575909,0.0,0.0,0.6430481740161484
1,3,0.09902968675942506,0.09833476908759928,0.4279763952604908,0.092281520363766,0.1338674095318946,0.24753990575624932,0.051809621865314764,scene_spatial,0.4279763952604908,visual_form,0.24753990575624932,0.1804364895042415,2.2785404003015977,Describe the place/layout first: where this is and how objects/people are arranged.,2.76,3.68,0.4038871630719569,0.8260869565217389,low_ad_need,0.0702412457516447,0.3336459173203121,0.0789468457742437,0.0318856175732386,0.4038871630719569
1,4,0.0982656746465743,0.07600941464080728,0.5571573064792479,0.10048265118174482,0.15148971969218356,0.11486090800601644,0.08064249361593157,scene_spatial,0.5571573064792479,object_body,0.15148971969218356,0.4056675867870643,2.149811877659668,Describe the place/layout first: where this is and how objects/people are arranged.,3.68,4.6,0.2029730301188242,0.8478260869565225,low_ad_need,0.0308872002354731,0.1720858298833511,0.0707081899103382,0.0143518555603186,0.2029730301188242
1,5,0.09937315670711935,0.112400565895428,0.40984776153290087,0.18020339058990634,0.25363647525071087,0.04391180673105393,0.12148528126652924,scene_spatial,0.40984776153290087,object_body,0.25363647525071087,0.15621128628219,2.3968083911572426,Describe the place/layout first: where this is and how objects/people are arranged.,4.6,5.52,0.1706918684635292,0.6728260869565216,low_ad_need,0.0558459265299155,0.1148459419336136,0.1069115859299297,0.0182489383627788,0.1706918684635292
1,6,0.0295576891356904,0.0,0.23526962285445047,0.45046359314002327,0.2540610666831762,0.06020571732235013,0.05708580837032928,face_character,0.45046359314002327,object_body,0.2540610666831762,0.19640252645684708,1.9915111709245312,"Describe visible people/characters first: identity cues, expression, attention, interaction.",5.52,6.4399999999999995,0.0025165635881158,0.8260869565217389,low_ad_need,0.0004376632327158,0.0020789003554,0.0,0.0,0.0025165635881158
1,7,0.23334691814507524,0.0979353203663276,0.0,0.6262738617329225,0.2757908179007498,0.0,0.2226094957320325,face_character,0.6262738617329225,object_body,0.2757908179007498,0.35048304383217277,1.7461044608132694,"Describe visible people/characters first: identity cues, expression, attention, interaction.",6.4399999999999995,7.359999999999999,0.0715172588532375,0.8163043478260874,low_ad_need,0.0131374095067359,0.0583798493465015,0.0371511288996856,0.0026569469022088,0.0715172588532375
1,8,0.18074010723152115,0.06705709340678298,0.07494904709297363,0.5039275357059092,0.28117860427912966,0.07288771951520448,0.14718863344064798,face_character,0.5039275357059092,object_body,0.28117860427912966,0.22274893142677954,2.236746212235267,"Describe visible people/characters first: identity cues, expression, attention, interaction.",7.359999999999999,8.28,0.139666483034107,0.0,low_ad_need,0.139666483034107,0.0,0.0078856950523117,0.0011013672942358,0.139666483034107
